Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
11309018,"The Lost Stories (Ranger's Apprentice, #11)",John Flanagan,"Flanagan, John",,"=""0399256180""","=""9780399256189""",0,4.25,Philomel,Hardcover,422,2011,2011,,2025/03/20,to-read,to-read (#3),to-read,,,,1,0
11946245,"Nevermore (Maximum Ride, #8)",James  Patterson,"Patterson, James",,"=""0316101842""","=""9780316101844""",0,3.89,Little Brown and Company ,Hardcover,368,2012,2012,,2025/03/30,,,read,,,,1,0
7201913,"Angel (Maximum Ride, #7)",James  Patterson,"Patterson, James",,"=""0446545244""","=""9780446545242""",0,4.00,Pageturners,Paperback,298,2011,2011,,2025/03/30,,,read,,,,1,0
6431790,"Fang (Maximum Ride, #6)",James  Patterson,"Patterson, James",,"=""0316036196""","=""9780316036191""",0,4.05,"Little, Brown and Company",Hardcover,336,2010,2010,,2025/03/30,,,read,,,,1,0
1829709,"The Final Warning (Maximum Ride, #4)",James  Patterson,"Patterson, James",,"=""0316002860""","=""9780316002868""",0,3.85,Jimmy Patterson,Hardcover,256,2008,2008,,2025/03/30,,,read,,,,1,0
33676,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",James  Patterson,"Patterson, James",,"=""0316155608""","=""9780316155601""",0,4.13,"Little, Brown and Company",Hardcover,405,2007,2007,,2025/03/30,,,read,,,,1,0
3393124,"Max (Maximum Ride, #5)",James  Patterson,"Patterson, James",,"=""0316002895""","=""9780316002899""",0,4.05,jimmy patterson,Hardcover,309,2009,2009,,2025/03/30,,,read,,,,1,0
13139,"School's Out—Forever (Maximum Ride, #2)",James  Patterson,"Patterson, James",,"=""0316155594""","=""9780316155595""",0,4.14,"Little, Brown and Company",Hardcover,409,2006,2006,,2025/03/30,,,read,,,,1,0
13152,"The Angel Experiment (Maximum Ride, #1)",James  Patterson,"Patterson, James",,"=""0446617792""","=""9780446617796""",0,4.07,Grand Central Publishing,Mass Market Paperback,445,2006,2005,,2025/03/30,,,read,,,,1,0
1317181,"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",J.K. Rowling,"Rowling, J.K.",,"=""185549664X""","=""9781855496644""",0,4.60,BBC Audiobooks,Audiobook,412,2003,2003,,2025/03/30,,,read,,,,1,0
58613345,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.58,Scholastic Inc.,Hardcover,672,2005,2005,,2025/03/30,,,read,,,,1,0
58613424,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.57,Scholastic Inc.,Hardcover,752,2000,2000,,2025/03/30,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439686520""","=""9780439686525""",0,4.50,Scholastic Inc.,Paperback,870,2004,2003,,2025/03/30,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",0,4.58,Scholastic Inc.,Mass Market Paperback,547,2004,1999,,2025/03/30,,,read,,,,1,0
42844155,"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Olly Moss,"=""""","=""""",0,4.47,Pottermore Publishing,Kindle Edition,333,2015,1997,,2025/03/30,,,read,,,,1,0
58613224,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0545010225""","=""9780545010221""",0,4.62,Scholastic Inc.,Hardcover,784,2007,2007,,2025/03/30,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2025/03/30,,,read,,,,1,0
23267628,"The Fever Code (The Maze Runner, #5)",James Dashner,"Dashner, James",,"=""0553513095""","=""9780553513097""",0,4.02,Delacorte Press,Hardcover,347,2016,2016,,2025/03/30,to-read,to-read (#2),to-read,,,,0,0
7864437,"The Death Cure (The Maze Runner, #3)",James Dashner,"Dashner, James",,"=""0385738773""","=""9780385738774""",0,3.78,Delacorte Books for Young Readers,Hardcover,325,2011,2011,,2025/03/30,,,read,,,,1,0
7631105,"The Scorch Trials (The Maze Runner, #2)",James Dashner,"Dashner, James",,"=""0385738757""","=""9780385738750""",0,3.89,Delacorte Press,Hardcover,362,2010,2010,,2025/03/30,,,read,,,,1,0
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,"=""0385737947""","=""9780385737944""",0,4.06,Delacorte Press,Hardcover,384,2009,2009,,2025/03/30,,,read,,,,1,0
113304,The Thief Lord,Cornelia Funke,"Funke, Cornelia",,"=""1903434777""","=""9781903434772""",0,3.99,Chicken House,Paperback,350,2002,2000,,2025/03/30,,,read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.96,Riverhead Books,Hardcover,336,2015,2015,,2025/03/30,,,read,,,,1,0
11588,"The Shining (The Shining, #1)",Stephen  King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.28,New English Library,Mass Market Paperback,497,1980,1977,,2025/03/24,to-read,to-read (#1),to-read,,,,0,0
32307358,"Origin (Robert Langdon, #5)",Dan    Brown,"Brown, Dan",,"=""""","=""""",0,3.90,Doubleday ,ebook,480,2017,2017,2025/03/25,2025/03/24,,,read,,,,1,0
17212231,"Inferno (Robert Langdon, #4)",Dan    Brown,"Brown, Dan",,"=""0385537859""","=""9780385537858""",0,3.90,Doubleday,Hardcover,463,2013,2013,2025/03/24,2025/03/22,,,read,,,,1,0
18291576,"Champion (Legend, #3)",Marie Lu,"Lu, Marie",,"=""1410462021""","=""9781410462022""",0,4.31,Thorndike Press,Library Binding,483,2013,2013,,2025/03/22,,,read,,,,1,0
16287469,"Prodigy (Legend, #2)",Marie Lu,"Lu, Marie",,"=""1410455122""","=""9781410455123""",0,4.22,Thorndike Press,Library Binding,522,2013,2013,,2025/03/22,,,read,,,,1,0
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",0,4.15,Putnam Juvenile,Hardcover,305,2011,2011,2025/03/15,2025/03/22,,,read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",0,3.95,Pocket Books,Paperback,736,2006,2000,2025/03/22,2025/03/19,,,read,,,,1,0
107291,Needful Things,Stephen  King,"King, Stephen",,"=""""","=""""",0,3.98,Hodder & Stoughton Ltd,Paperback,790,1992,1991,,2025/03/20,,,read,,,,1,0
10644930,11/22/63,Stephen  King,"King, Stephen",,"=""1451627289""","=""9781451627282""",0,4.35,Scribner,Hardcover,849,2011,2011,,2025/03/20,,,read,,,,1,0
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""1423101472""","=""9781423101475""",0,4.55,Disney-Hyperion Books,Hardcover,381,2009,2009,,2025/03/20,,,read,,,,1,0
8130423,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.42,Disney Hyperion,Kindle Edition,361,2009,2008,,2025/03/20,,,read,,,,1,0
561456,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.37,Puffin Books,Kindle Edition,352,2007,2007,,2025/03/20,,,read,,,,1,0
40727118,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",مریم حیدری,"=""0120000318""","=""9780120000319""",0,4.24,Disney-Hyperion,Hardcover,279,,2006,,2025/03/20,,,read,,,,1,0
123675190,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""1368098169""","=""9781368098168""",0,4.31,Disney Hyperion,Paperback,416,2023,2005,,2025/03/20,,,read,,,,1,0
6348045,"Halt's Peril (Ranger's Apprentice, #9)",John Flanagan,"Flanagan, John",,"=""1741663024""","=""9781741663020""",0,4.39,Random House Australia,Paperback,441,2009,2009,,2025/03/20,,,read,,,,1,0
5201089,"The Kings of Clonmel (Ranger's Apprentice, #8)",John Flanagan,"Flanagan, John",,"=""1741663016""","=""9781741663013""",0,4.30,Random House,Paperback,320,2010,2008,,2025/03/20,,,read,,,,1,0
144350,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,"Flanagan, John",,"=""0399244573""","=""9780399244575""",0,4.36,Viking Books for Young Readers,Hardcover,294,2008,2006,,2025/03/20,,,read,,,,1,0
2836109,"Erak's Ransom (Ranger's Apprentice, #7)",John Flanagan,"Flanagan, John",,"=""1741662095""","=""9781741662092""",0,4.33,Random House Australia,Paperback,441,2007,2007,,2025/03/20,,,read,,,,1,0
1524173,"The Sorcerer in the North (Ranger's Apprentice, #5)",John Flanagan,"Flanagan, John",,"=""1741661285""","=""9781741661286""",0,4.28,Penguin Group (USA),Paperback,304,2009,2006,,2025/03/20,,,read,,,,1,0
1814843,"The Siege of Macindaw (Ranger's Apprentice, #6)",John Flanagan,"Flanagan, John",,"=""174166134X""","=""9781741661347""",0,4.34,Puffin Books,Paperback,320,2006,2006,,2025/03/20,,,read,,,,1,0
7592279,"The Emperor of Nihon-Ja (Ranger's Apprentice, #10)",John Flanagan,"Flanagan, John",,"=""1741664489""","=""9781741664485""",0,4.41,Random House Australia,Paperback,489,2010,2011,,2025/03/20,,,read,,,,1,0
127823,"The Icebound Land (Ranger's Apprentice, #3)",John Flanagan,"Flanagan, John",,"=""0399244565""","=""9780399244568""",0,4.24,Viking Books for Young Readers,Hardcover,266,2007,2005,,2025/03/20,,,read,,,,1,0
144349,"The Burning Bridge (Ranger's Apprentice, #2)",John Flanagan,"Flanagan, John",,"=""0399244557""","=""9780399244551""",0,4.31,Viking Books for Young Readers,Hardcover,262,2006,2005,,2025/03/20,,,read,,,,1,0
60400,"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,"Flanagan, John",,"=""0142406635""","=""9780142406632""",0,4.26,Puffin Books,Paperback,249,2006,2004,,2025/03/20,,,read,,,,1,0
16280691,"Scourged (The Iron Druid Chronicles, #10)",Kevin Hearne,"Hearne, Kevin",,"=""034554854X""","=""9780345548542""",0,4.02,Del Rey,Hardcover,268,2018,2018,,2025/03/19,,,read,,,,1,0
16280689,"Staked (The Iron Druid Chronicles, #8)",Kevin Hearne,"Hearne, Kevin",,"=""0345548515""","=""9780345548511""",0,4.25,Del Rey,Hardcover,310,2016,2016,,2025/03/19,,,read,,,,1,0
16280678,"Shattered (The Iron Druid Chronicles, #7)",Kevin Hearne,"Hearne, Kevin",,"=""0345548485""","=""9780345548481""",0,4.28,Del Rey,Hardcover,352,2014,2014,,2025/03/19,,,read,,,,1,0
16071748,"Hunted (The Iron Druid Chronicles, #6)",Kevin Hearne,"Hearne, Kevin",,"=""0345533631""","=""9780345533630""",0,4.29,Del Rey,Mass Market Paperback,384,2013,2013,,2025/03/19,,,read,,,,1,0
9595620,"Hammered (The Iron Druid Chronicles, #3)",Kevin Hearne,"Hearne, Kevin",,"=""0345522486""","=""9780345522481""",0,4.21,Random House Publishing Group,Mass Market Paperback,336,2011,2011,,2025/03/19,,,read,,,,1,0
9533378,"Hounded (The Iron Druid Chronicles, #1)",Kevin Hearne,"Hearne, Kevin",,"=""0345522478""","=""9780345522474""",0,4.10,Del Rey,Mass Market Paperback,304,2011,2011,,2025/03/19,,,read,,,,1,0
9595650,"Hexed (The Iron Druid Chronicles, #2)",Kevin Hearne,"Hearne, Kevin",,"=""0345522494""","=""9780345522498""",0,4.22,Del Rey,Mass Market Paperback,296,2011,2011,,2025/03/19,,,read,,,,1,0
12700306,"Tricked (The Iron Druid Chronicles, #4)",Kevin Hearne,"Hearne, Kevin",,"=""0345533623""","=""9780345533623""",0,4.25,Random House Publishing Group,Mass Market Paperback,341,2012,2012,,2025/03/19,,,read,,,,1,0
13536649,"Trapped (The Iron Druid Chronicles, #5)",Kevin Hearne,"Hearne, Kevin",,"=""034553364X""","=""9780345533647""",0,4.27,Del Rey,Mass Market Paperback,290,2012,2012,,2025/03/19,,,read,,,,1,0
55019161,"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",0,3.94,Anchor,Paperback,480,2020,2003,,2025/03/19,,,read,,,,0,0
6137154,"Fire (Graceling Realm, #2)",Kristin Cashore,"Cashore, Kristin",,"=""0803734611""","=""9780803734616""",0,4.09,Dial Books,Hardcover,480,2009,2009,,2025/03/19,,,read,,,,1,0
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,"=""015206396X""","=""9780152063962""",0,4.06,Harcourt,Hardcover,471,2008,2008,,2025/03/19,,,read,,,,1,0
